"setting","date","source","indicator_abbr","indicator_name","dimension","subgroup","estimate","se","ci_lb","ci_ub","population","flag","setting_average","iso3","favourable_indicator","indicator_scale","ordered_dimension","subgroup_order","reference_subgroup","whoreg6","wbincome2024","dataset_id","update"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Kanem",97.8986870067825,0.82303783208012,95.5069901441565,99.0301756273017,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Lac",96.9258956509484,1.35054535086276,92.8371494535909,98.7130313694287,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Logone Occidental",87.8965454296284,2.70998295858815,81.5033833757105,92.289038417872,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Logone Oriental",94.5041872657911,0.93261662686885,92.3612578498763,96.0715212782349,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mandoul",92.7416188528811,1.74567725491319,88.4835017633493,95.5053117211768,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mayo Kebbi Est",93.1803218439694,2.01076213450265,88.0177417515418,96.2142637517229,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mayo Kebbi Ouest",90.0571468601229,1.18645640286106,87.4759340947058,92.1540863506959,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Moyen Chari",88.8633350808865,2.70567711998128,82.3556666783401,93.1698723154686,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","N’Djaména",55.7826033014078,3.57855661748938,48.6950488107651,62.642198984527,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Ouaddaï",94.4973500121403,2.62776622882825,86.4383181307559,97.8845087189762,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Salamat",98.2720151667758,0.91139136213964,95.2035217631808,99.3900509237353,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Sila",97.2099494355474,1.51025065805422,92.119410947212,99.0462528900621,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tandjilé",92.6731569292359,1.60613019115504,88.8310443435803,95.264050022917,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Wadi Fira",97.8906804747729,1.0378663679229,94.540375989508,99.202411524098,NA,"Survey used to calculate MPI: MICS",90.0253567096969,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","0-17 years",0.632857819799504,0.0075417519712358,0.617944942138426,0.647520631037225,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","18+ years",0.556393552584935,0.0087361699357091,0.539198726231788,0.573454326096741,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","0-9 years",0.651006971472737,0.0071264000015666,0.636903253361946,0.664851137206073,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,1,1,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","10-17 years",0.59609404563154,0.0087552804406928,0.578811022766089,0.613141877714067,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,1,2,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","18-59 years",0.557919405939284,0.0090565643531282,0.540089929543578,0.575600822648807,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,1,3,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","60+ years",0.54314897094341,0.008327352551151,0.526775786112915,0.55942944990863,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,1,4,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Rural",0.66693323851407,0.006335087644581,0.654394298055643,0.679240240774634,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Urban",0.382102114833159,0.0135749868955677,0.355854022087267,0.409056804847087,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Barh El Gazal",0.655960490467641,0.0167026410165899,0.62250255180351,0.687939580029096,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Batha",0.682389634949369,0.024055108597852,0.633460294006989,0.727596144215857,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Borkou-Ennedi-Tibesti",0.632279215801333,0.0195165392290818,0.593238986405325,0.669658929976857,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Chari Baguirmi",0.668310564803191,0.0284992940456774,0.610257828436256,0.721660187699475,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Guéra",0.682843226048443,0.0158298511762778,0.651016059999372,0.713047178678796,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Hadjer-Lamis",0.719580227801045,0.0213716098653678,0.67582510015603,0.75953093265773,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Kanem",0.674813882816914,0.0197080434190346,0.635038102589797,0.712219154985143,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Lac",0.708698724090309,0.0275593844944535,0.651864716901081,0.759675088437075,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Logone Occidental",0.550498385595666,0.0272971720038022,0.496580998489077,0.603254794024166,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Logone Oriental",0.608363625553059,0.0155776103354672,0.577423408150409,0.638456888793153,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mandoul",0.610276745348015,0.0198872573909526,0.570643504601629,0.648504991190084,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mayo Kebbi Est",0.619030395502293,0.0204856969149836,0.578120694316166,0.658317674671371,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mayo Kebbi Ouest",0.568945628303052,0.0205262990390028,0.528318388683838,0.608665549754306,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Moyen Chari",0.526612259879516,0.0248153543748736,0.477842859666399,0.574879086184629,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","N’Djaména",0.286041423652242,0.0215841192217775,0.245644312943276,0.330174212268075,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Ouaddaï",0.667602446042858,0.0296782213240326,0.607079837013102,0.723055415775129,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Salamat",0.740640955977036,0.0173758320321193,0.70513879330125,0.773243157646266,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Sila",0.711866663135741,0.0246076064158079,0.661316247937641,0.757637256310493,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Tandjilé",0.605034996609193,0.0204363292897785,0.56433111730221,0.64433273680351,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2010","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Wadi Fira",0.695344988148833,0.0190282785087228,0.656797521603266,0.731333935951347,NA,"Survey used to calculate MPI: MICS",0.60050341140732,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (2 groups) (0-18+)","0-17 years",91.4201513276936,0.60777531574648,90.1506394147068,92.5395735636564,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (2 groups) (0-18+)","18+ years",86.3266380312219,0.85192977706116,84.5682455809251,87.9133043178438,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","0-9 years",92.7260558411685,0.54273799214754,91.5871382027034,93.7213588491758,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,1,1,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","10-17 years",88.9930687332146,0.80235038618493,87.3180770927392,90.4709749547023,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,1,2,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","18-59 years",85.9516146767317,0.87279443948877,84.1510287490374,87.5778348687406,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,1,3,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","60+ years",89.4109385399237,1.00763634706748,87.2659666484447,91.2309094311166,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,1,4,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Place of residence","Rural",95.0897048656621,0.41243073304036,94.2146273890109,95.8382676333936,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Place of residence","Urban",68.8351442304089,2.16879835020144,64.4313891215439,72.9228016987796,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Barh El Gazal",97.8433474341528,0.82400818385162,95.4735753477417,98.9856267304982,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Batha",96.3595499848645,1.48062324196953,92.0425750542532,98.3758529828981,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Borkou-Ennedi-Tibesti",94.0229760666342,1.08968276134471,91.4925382403641,95.8350292771173,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Chari Baguirmi",98.4365315771736,0.87614148081971,95.3733149868109,99.4826672315535,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Guéra",95.1255001373988,1.41273266433036,91.479345163571,97.2581585628974,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Hadjer-Lamis",97.0584829332485,1.25549494537765,93.3011078105152,98.7368962324782,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Kanem",98.9117144210702,0.70873423877611,96.1516524482722,99.6984487342181,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Lac",98.3696884972266,0.96865600653154,94.8598726814401,99.4956507826038,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Logone Occidental",81.0577080394283,3.69200411751692,72.753534023782,87.2736601248942,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Logone Oriental",89.042392405529,2.4881924610372,83.1305267546668,93.0555309131177,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mandoul",92.1006154366093,1.69304864176758,88.0763445770563,94.846158481823,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mayo Kebbi Est",89.702452243763,1.97620432687737,85.1319283788989,92.9837676298489,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mayo Kebbi Ouest",88.5420054335836,2.42215677307514,82.8711597857627,92.5051988442099,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Moyen Chari",79.2163323355499,3.49780690309499,71.5313173205866,85.2544543718424,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","N’Djaména",56.1194303906984,3.60440928278424,48.9735077168063,63.0202686770363,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Ouaddaï",97.325153390269,1.05750336439714,94.2537595927578,98.7761879560159,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Salamat",97.9077543332548,0.85628359702256,95.3732109409766,99.0674569400299,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Sila",98.0442759390036,0.99875260290022,94.7502767819386,99.2869712947263,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tandjilé",86.4441512994112,2.0662987039102,81.8592045075812,90.011683957671,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Wadi Fira",99.2155154639901,0.38346500615951,97.9642279848211,99.7000538022444,NA,"Survey used to calculate MPI: DHS",89.3636028286976,"TCD",0,100,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","0-17 years",0.60599699098558,0.0062812705818157,0.593612430554824,0.618246852131857,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","18+ years",0.536843291523452,0.0072560458040554,0.522585697456805,0.551040896226524,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","0-9 years",0.620826857859275,0.0059281130444341,0.609132524410775,0.632382466632806,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,1,1,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","10-17 years",0.578435012758064,0.0075639600467868,0.563533161094531,0.593195363982284,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,1,2,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","18-59 years",0.537661064671795,0.0074718447404092,0.522978046551812,0.552279046423326,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,1,3,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","60+ years",0.530117688685023,0.0079063429275118,0.51458672464093,0.545590541634551,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,1,4,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Rural",0.635263962384225,0.005278010117832,0.624850904906261,0.645551939974857,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Urban",0.373040045062006,0.0157349109214578,0.342730595251155,0.404380804487336,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,1,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Barh El Gazal",0.661383709635815,0.0149699800003033,0.63143198331139,0.690096016545292,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Batha",0.669066548532484,0.0174233908702917,0.634049493627556,0.702306092154726,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Borkou-Ennedi-Tibesti",0.601257515022456,0.0148235459560044,0.571858836846013,0.629943821479677,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Chari Baguirmi",0.663435008425624,0.0153076669721462,0.632784399003039,0.692769411069042,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Guéra",0.655975238681459,0.0252431193220715,0.604923070144159,0.703662123726182,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Hadjer-Lamis",0.664152745175776,0.0205151765082414,0.622803593325973,0.703129740545381,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Kanem",0.699227142563243,0.016414652514178,0.666086749997135,0.730409637032802,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Lac",0.728909110124235,0.0173637975933176,0.693545496227107,0.761594681360296,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Logone Occidental",0.472222371948694,0.025644868280268,0.422373133704374,0.52263175136505,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Logone Oriental",0.540423420594142,0.0214021570726218,0.498259218494037,0.582016750898599,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mandoul",0.57802487927956,0.0204273359714203,0.537532400162599,0.617494840793927,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mayo Kebbi Est",0.561579251476653,0.0190628872138906,0.523910964352346,0.598550900943034,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mayo Kebbi Ouest",0.531439349171678,0.0210456461450667,0.490041128007296,0.572409287166577,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
"Chad","2015","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Moyen Chari",0.45811750372387,0.0294690831769805,0.401132109193907,0.516220121083987,NA,"Survey used to calculate MPI: DHS",0.578073102175975,"TCD",0,1,0,0,0,"African","Low income","rep_mpi","22 April 2024"
